id,name,genres,type,episodes,status,aired_from,aired_to,duration_per_ep,score,scored_by,rank,rating,studios,producers,image,trailer,synopsis
467,Ghost in the Shell: Stand Alone Complex,"Action, Award Winning, Mystery, Sci-Fi",TV,26.0,Finished Airing,2002-10-01T00:00:00+00:00,2003-10-01T00:00:00+00:00,24 min per ep,8.42,169148.0,184.0,R - 17+ (violence & profanity),Production I.G,"Bandai Visual, Dentsu, Victor Entertainment, Animax, Kodansha, Trilogy Future Studio, Tokuma Shoten, Nippon Television Network",https://cdn.myanimelist.net/images/anime/11/50857l.jpg,https://www.youtube.com/watch?v=SY6PNTzQb1A,"In the not so distant future, mankind has advanced to a state where complete body transplants from flesh to machine is possible. This allows for great increases in both physical and cybernetic prowess and blurring the lines between the two worlds. However, criminals can also make full use of such technology, leading to new and sometimes, very dangerous crimes. In response to such innovative new methods, the Japanese Government has established Section 9, an independently operating police unit which deals with such highly sensitive crimes.

Led by Daisuke Aramaki and Motoko Kusanagi, Section 9 deals with such crimes over the entire social spectrum, usually with success. However, when faced with a new A level hacker nicknamed ""The Laughing Man,"" the team is thrown into a dangerous cat and mouse game, following the hacker's trail as it leaves its mark on Japan."
39741,Violet Evergarden: Eternity and the Auto Memory Doll,Drama,Movie,1.0,Finished Airing,2019-09-06T00:00:00+00:00,,1 hr 31 min,8.42,268978.0,190.0,PG-13 - Teens 13 or older,Kyoto Animation,"Shochiku, ABC Animation",https://cdn.myanimelist.net/images/anime/1667/112943l.jpg,https://www.youtube.com/watch?v=lWRXk7nOhsE,"Isabella, the daughter of the noble York family, is enrolled in an all-girls academy to be groomed into a dame worthy of nobility. However, she has given up on her future, seeing the prestigious school as nothing more than a prison from the outside world. Her family notices her struggling in her lessons and decides to hire Violet Evergarden to personally tutor her under the guise of a handmaiden. 

At first, Isabella treats Violet coldly. Violet seems to be able to do everything perfectly, leading Isabella to assume that she was born with a silver spoon. After some time together, Isabella begins to realize that Violet has had her own struggles and starts to open up to her. Isabella soon reveals that she has lost contact with her beloved younger sister, Taylor Bartlett, whom she yearns to see again. 

Having experienced the power of words through her past clientele, Violet asks if Isabella wishes to write a letter to Taylor. Will Violet be able to help Isabella convey her feelings to her long-lost sister?"
45556,Scissor Seven (2021),"Action, Adventure, Comedy, Drama, Mystery",ONA,10.0,Finished Airing,2021-01-21T00:00:00+00:00,2021-05-05T00:00:00+00:00,16 min per ep,8.42,42314.0,191.0,R - 17+ (violence & profanity),Sharefun Studio,AHA Entertainment,https://cdn.myanimelist.net/images/anime/1884/111224l.jpg,,"In order to protect the residents of Xiaoji Island and the peaceful life here, Wu Liuqi and his partners Dabao and Xiaofei embark on a journey to the Xuanwu Kingdom to find out the truth about his identity and a way to save the island. Waiting for them is more unknowns and adventures.

"
58222,Given Movie 3: Umi e,"Boys Love, Drama",Movie,1.0,Finished Airing,2024-09-20T00:00:00+00:00,,1 hr 20 min,8.41,2537.0,199.0,PG-13 - Teens 13 or older,Lerche,"Aniplex, Blue Lynx",https://cdn.myanimelist.net/images/anime/1663/144261l.jpg,https://www.youtube.com/watch?v=s0Srq7l6kSM,Second part of
33255,The Disastrous Life of Saiki K.,Comedy,TV,120.0,Finished Airing,2016-07-04T00:00:00+00:00,2016-12-26T00:00:00+00:00,5 min per ep,8.41,663603.0,193.0,PG-13 - Teens 13 or older,"J.C.Staff, Egg Firm","TV Tokyo, Shogakukan-Shueisha Productions, Pony Canyon, Nippon Columbia, KlockWorx, Asmik Ace, Bandai Namco Entertainment, Shueisha, Toy's Factory, Dear Stage inc.",https://cdn.myanimelist.net/images/anime/1973/142750l.jpg,https://www.youtube.com/watch?v=IAbl6zAxTBQ,"To the average person, psychic abilities might seem a blessing; for Kusuo Saiki, however, this could not be further from the truth. Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, he finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free life—a life where ignorance is bliss.

Unfortunately, the life of a psychic is far from quiet. Though Kusuo tries to stay out of the spotlight by keeping his powers a secret from his classmates, he ends up inadvertently attracting the attention of many odd characters, such as the empty-headed Riki Nendou and the delusional Shun Kaidou. Forced to deal with the craziness of the people around him, Kusuo comes to learn that the ordinary life he has been striving for is a lot more difficult to achieve than expected."
34612,The Disastrous Life of Saiki K. 2,Comedy,TV,24.0,Finished Airing,2018-01-17T00:00:00+00:00,2018-06-27T00:00:00+00:00,24 min per ep,8.41,411197.0,194.0,PG-13 - Teens 13 or older,"J.C.Staff, Egg Firm","TV Tokyo, Shogakukan-Shueisha Productions, Nippon Columbia, KlockWorx, Asmik Ace, Bandai Namco Entertainment, Shueisha, Toy's Factory, Dear Stage inc.",https://cdn.myanimelist.net/images/anime/1961/91383l.jpg,https://www.youtube.com/watch?v=Aha1TjvvEUs,"The disastrous life of the gifted psychic Kusuo Saiki continues, despite his utmost effort to live an ordinary life. Although he has certainly grown accustomed to dealing with his troublesome friends—who are his biggest hurdle to achieving a peaceful life—he still has a long way to go. Also joining the usual oddballs are a few new faces whose shenanigans add to Saiki's misery, making his dreams of a hassle-free life a distant fantasy."
25781,Attack on Titan: No Regrets,Action,OVA,2.0,Finished Airing,2014-12-09T00:00:00+00:00,2015-04-09T00:00:00+00:00,27 min per ep,8.41,325271.0,195.0,R - 17+ (violence & profanity),Wit Studio,Production I.G,https://cdn.myanimelist.net/images/anime/8/69497l.jpg,https://www.youtube.com/watch?v=zDjZS2PSZ9o,"Many years before becoming the famed captain of the Survey Corps, a young Levi struggles to survive in the capital's garbage dump, the Underground. As the boss of his own criminal operation, Levi attempts to get by with meager earnings while aided by fellow criminals, Isabel Magnolia and Farlan Church. With little hope for the future, Levi accepts a deal from the anti-expedition faction leader Nicholas Lobov, who promises the trio citizenship aboveground if they are able to successfully assassinate Erwin Smith, a squad leader of the Survey Corps.

As Levi and Erwin cross paths, Erwin acknowledges Levi's agility and skill and gives him the option to either become part of the expedition team, or be turned over to the Military Police, to atone for his crimes. Now closer to the man they are tasked to kill, the group plans to complete their mission and save themselves from a grim demise in the dim recesses of their past home. However, they are about to learn that the surface world is not as liberating as they had thought and that sometimes, freedom can come at a heavy price.

Based on the popular spin-off manga of the same name, Shingeki no Kyojin: Kuinaki Sentaku illustrates the encounter between two of Shingeki no Kyojin's pivotal characters, as well as the events of the 23rd expedition beyond the walls."
40730,Heaven Official's Blessing,"Action, Adventure, Drama, Fantasy",ONA,11.0,Finished Airing,2020-10-31T00:00:00+00:00,2021-01-02T00:00:00+00:00,26 min per ep,8.41,71864.0,196.0,PG-13 - Teens 13 or older,Haoliners Animation League,bilibili,https://cdn.myanimelist.net/images/anime/1319/109301l.jpg,https://www.youtube.com/watch?v=6PVnnIIBtzM,"The heavens shake, the thunder rumbles, and Xie Lian appears with an apologetic smile—again! Eight hundred years prior, he was a beloved martial god, known as the Crown Prince of Xianle. Now, he ascends to the heavenly realm for the third time, but simply as a pitiful scrap-collecting god with no followers behind him. 

On his first mission, Xie Lian finds himself alone in the dark moonlit night. There, a gentle man dressed in red guides him through the forest. However, as abruptly as he appeared, the man suddenly dissipates into a swarm of silver butterflies.

Xie Lian later learns that this mysterious stranger was none other than Hua Cheng, the Crimson Rain Sought Flower, a Ghost King feared by both demons and gods alike. But before Xie Lian can figure out why Hua Cheng would help a Heavenly Official like himself, he meets San Lang. A young man possessing great knowledge on not only the Ghost King, but also the now forgotten Crown Prince, San Lang decides to accompany Xie Lian on his journey of unveiling the mysteries of the past."
2246,Mononoke,"Horror, Mystery, Supernatural, Suspense",TV,12.0,Finished Airing,2007-07-13T00:00:00+00:00,2007-09-28T00:00:00+00:00,22 min per ep,8.41,101254.0,198.0,R - 17+ (violence & profanity),Toei Animation,"Dentsu, SKY Perfect Well Think, Fuji TV, Asmik Ace, Sony Music Entertainment",https://cdn.myanimelist.net/images/anime/3/20713l.jpg,,"The ""Medicine Seller"" is a deadly and mysterious master of the occult who travels across feudal Japan in search of malevolent spirits called ""mononoke"" to slay. When he locates one of these spirits, he cannot simply kill it; he must first learn its Form, its Truth, and its Reason in order to wield the mighty Exorcism Sword and fight against it. He must begin  his strange exorcisms with intense psychological analysis and careful investigative work—an extremely dangerous step, as he must first confront and learn about the mononoke before he even has the means to defeat it.

The Medicine Seller's journey leads him to an old-fashioned inn where Shino, a pregnant woman, has finally found a place to rest. The owner has reluctantly placed her in the last vacant room; however, as she settles in, it quickly becomes clear that the room is infested by a lethal band of mononoke, the Zashiki Warashi. With his hunter's intuition, the Medicine Seller begins his investigation to discover the Form, the Truth, and the Reason before the Zashiki Warashi can kill again."
36885,Saekano the Movie: Finale,"Comedy, Romance",Movie,1.0,Finished Airing,2019-10-26T00:00:00+00:00,,1 hr 54 min,8.41,90295.0,192.0,PG-13 - Teens 13 or older,CloverWorks,Aniplex,https://cdn.myanimelist.net/images/anime/1671/111411l.jpg,https://www.youtube.com/watch?v=9LDEKv0l4j0,"With the second Winter Comiket just around the corner, Blessing Software has been vigorously producing its new game, ""How to Raise a Boring Girlfriend."" Despite Utaha Kasumigaoka and Eriri Spencer Sawamura leaving the circle, Megumi Katou and Tomoya Aki are hopeful that, by sticking to Tomoya's original vision for the game, their upcoming creation will exceed Blessing Software's previous installment.

With the addition of new members Iori and Izumi Hashima, development ensues—but not without its share of setbacks. Things rarely go as planned in the dating sim industry, with numerous obstacles forcing Tomoya to decide between helping his friends or completing the game. 

Saenai Heroine no Sodatekata Fine draws the series to a close as Tomoya selects his final route, both within his personal life and Blessing Software."
